"LOCATION","Location","PLASTICS_POLYMER","Plastics polymer","PLASTICS_APPLICATIONS","Plastics applications","Value","Flag Codes","Flags"
"CHN1","China","LDPE_LLDPE","LDPE, LLDPE","PACKAGING","Packaging",7.189437099,,
"CHN1","China","HDPE","HDPE","PACKAGING","Packaging",6.88071476,,
"CHN1","China","PP","PP","PACKAGING","Packaging",7.6415772,,
"CHN1","China","PS","PS","PACKAGING","Packaging",1.250682939,,
"CHN1","China","PVC","PVC","PACKAGING","Packaging",0.759024066,,
"CHN1","China","PET","PET","PACKAGING","Packaging",5.237851879,,
"CHN1","China","PUR","PUR","PACKAGING","Packaging",0.070468854,,
"CHN1","China","BIOPLASTICS","Bioplastics","PACKAGING","Packaging",0.268597272,,
"CHN1","China","TOTAL","Total","PACKAGING","Packaging",29.627013844,,
"CHN1","China","OTHER","Other","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.698473476,,
"CHN1","China","LDPE_LLDPE","LDPE, LLDPE","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",1.345606689,,
"CHN1","China","HDPE","HDPE","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.966375206,,
"CHN1","China","PP","PP","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",2.933757367,,
"CHN1","China","PS","PS","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.878455756,,
"CHN1","China","PVC","PVC","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.416607879,,
"CHN1","China","PUR","PUR","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.372013535,,
"CHN1","China","BIOPLASTICS","Bioplastics","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.028463502,,
"CHN1","China","ABS_ASA_SAN","ABS, ASA, SAN","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.706014981,,
"CHN1","China","TOTAL","Total","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",8.345768392,,
"CHN1","China","OTHER","Other","BUILDING_AND_CONSTRUCTION","Building & construction",0.098828176,,
"CHN1","China","LDPE_LLDPE","LDPE, LLDPE","BUILDING_AND_CONSTRUCTION","Building & construction",0.031194082,,
"CHN1","China","HDPE","HDPE","BUILDING_AND_CONSTRUCTION","Building & construction",0.093856802,,
"CHN1","China","PP","PP","BUILDING_AND_CONSTRUCTION","Building & construction",0.05074763,,
"CHN1","China","PS","PS","BUILDING_AND_CONSTRUCTION","Building & construction",0.062794935,,
"CHN1","China","PVC","PVC","BUILDING_AND_CONSTRUCTION","Building & construction",0.336570422,,
"CHN1","China","PUR","PUR","BUILDING_AND_CONSTRUCTION","Building & construction",0.052994124,,
"CHN1","China","BIOPLASTICS","Bioplastics","BUILDING_AND_CONSTRUCTION","Building & construction",0.000928328,,
"CHN1","China","ABS_ASA_SAN","ABS, ASA, SAN","BUILDING_AND_CONSTRUCTION","Building & construction",0.002842223,,
"CHN1","China","TOTAL","Total","BUILDING_AND_CONSTRUCTION","Building & construction",0.730756723,,
"CHN1","China","OTHER","Other","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.761061159,,
"CHN1","China","LDPE_LLDPE","LDPE, LLDPE","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.209279019,,
"CHN1","China","HDPE","HDPE","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.066762648,,
"CHN1","China","PP","PP","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.490143055,,
"CHN1","China","PS","PS","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.227923104,,
"CHN1","China","PVC","PVC","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.194904464,,
"CHN1","China","PUR","PUR","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.120434849,,
"CHN1","China","BIOPLASTICS","Bioplastics","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.006323304,,
"CHN1","China","ABS_ASA_SAN","ABS, ASA, SAN","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.337209945,,
"CHN1","China","TOTAL","Total","ELECTRICAL_ELECTRONIC","Electrical/electronics",2.414041547,,
"CHN1","China","OTHER","Other","TRANSPORTATION_-_OTHER","Transportation - other",2.527009083,,
"CHN1","China","LDPE_LLDPE","LDPE, LLDPE","TRANSPORTATION_-_OTHER","Transportation - other",0.045606622,,
"CHN1","China","HDPE","HDPE","TRANSPORTATION_-_OTHER","Transportation - other",0.206737038,,
"CHN1","China","PP","PP","TRANSPORTATION_-_OTHER","Transportation - other",0.943067559,,
"CHN1","China","PVC","PVC","TRANSPORTATION_-_OTHER","Transportation - other",0.129245578,,
"CHN1","China","PUR","PUR","TRANSPORTATION_-_OTHER","Transportation - other",0.304284218,,
"CHN1","China","FIBERS","Fibres","TRANSPORTATION_-_OTHER","Transportation - other",0.540895463,,
"CHN1","China","BIOPLASTICS","Bioplastics","TRANSPORTATION_-_OTHER","Transportation - other",0.014696759,,
"CHN1","China","ABS_ASA_SAN","ABS, ASA, SAN","TRANSPORTATION_-_OTHER","Transportation - other",0.132861836,,
"CHN1","China","TOTAL","Total","TRANSPORTATION_-_OTHER","Transportation - other",4.844404156,,
"CHN1","China","MARINE_COATINGS","Marine coatings","MARINE_COATINGS","Marine coatings",0.071422694,,
"CHN1","China","TOTAL","Total","MARINE_COATINGS","Marine coatings",0.071422694,,
"CHN1","China","LDPE_LLDPE","LDPE, LLDPE","INDUSTRIAL_MACHINERY","Industrial/machinery",0.0359829,,
"CHN1","China","HDPE","HDPE","INDUSTRIAL_MACHINERY","Industrial/machinery",0.033098145,,
"CHN1","China","PP","PP","INDUSTRIAL_MACHINERY","Industrial/machinery",0.049925765,,
"CHN1","China","PUR","PUR","INDUSTRIAL_MACHINERY","Industrial/machinery",0.048246614,,
"CHN1","China","TOTAL","Total","INDUSTRIAL_MACHINERY","Industrial/machinery",0.167253424,,
"CHN1","China","HDPE","HDPE","PERSONAL_CARE_PRODUCTS","Personal care products",0.003889475,,
"CHN1","China","PP","PP","PERSONAL_CARE_PRODUCTS","Personal care products",0.000100385,,
"CHN1","China","TOTAL","Total","PERSONAL_CARE_PRODUCTS","Personal care products",0.003989861,,
"CHN1","China","FIBERS","Fibres","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing",4.968637858,,
"CHN1","China","BIOPLASTICS","Bioplastics","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing",0.043562425,,
"CHN1","China","TOTAL","Total","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing",5.012200283,,
"CHN1","China","FIBERS","Fibres","TEXTILE_SECTOR_-_OTHERS","Textile sector - others",2.566361386,,
"CHN1","China","TOTAL","Total","TEXTILE_SECTOR_-_OTHERS","Textile sector - others",2.566361386,,
"CHN1","China","ROAD_MARKING_COATINGS","Road marking coatings","ROAD_MARKING","Road marking",0.09843559,,
"CHN1","China","TOTAL","Total","ROAD_MARKING","Road marking",0.09843559,,
"CHN1","China","ELASTOMERS_TYRES","Elastomers (tyres)","TRANSPORTATION_-_TYRES","Transportation - tyres",0.685832028,,
"CHN1","China","TOTAL","Total","TRANSPORTATION_-_TYRES","Transportation - tyres",0.685832028,,
"CHN1","China","OTHER","Other","TOTAL","Total",9.575514515,,
"CHN1","China","MARINE_COATINGS","Marine coatings","TOTAL","Total",0.071422694,,
"CHN1","China","LDPE_LLDPE","LDPE, LLDPE","TOTAL","Total",9.753049285,,
"CHN1","China","HDPE","HDPE","TOTAL","Total",8.923992681,,
"CHN1","China","PP","PP","TOTAL","Total",12.109318961,,
"CHN1","China","PS","PS","TOTAL","Total",2.731244317,,
"CHN1","China","PVC","PVC","TOTAL","Total",2.906492468,,
"CHN1","China","PET","PET","TOTAL","Total",5.237851879,,
"CHN1","China","PUR","PUR","TOTAL","Total",1.829992828,,
"CHN1","China","FIBERS","Fibres","TOTAL","Total",9.814041688,,
"CHN1","China","ROAD_MARKING_COATINGS","Road marking coatings","TOTAL","Total",0.09843559,,
"CHN1","China","ELASTOMERS_TYRES","Elastomers (tyres)","TOTAL","Total",0.685832028,,
"CHN1","China","BIOPLASTICS","Bioplastics","TOTAL","Total",0.403883121,,
"CHN1","China","ABS_ASA_SAN","ABS, ASA, SAN","TOTAL","Total",1.297533135,,
"CHN1","China","TOTAL","Total","TOTAL","Total",65.438605191,,
"IND1","India","OTHER","Other","OTHER","Other",1.125413534,,
"IND1","India","LDPE_LLDPE","LDPE, LLDPE","OTHER","Other",0.184712574,,
"IND1","India","HDPE","HDPE","OTHER","Other",0.137553149,,
"IND1","India","PS","PS","OTHER","Other",0.067714537,,
"IND1","India","PVC","PVC","OTHER","Other",0.232415872,,
"IND1","India","PUR","PUR","OTHER","Other",0.189117734,,
"IND1","India","FIBERS","Fibres","OTHER","Other",0.3816527,,
"IND1","India","BIOPLASTICS","Bioplastics","OTHER","Other",0.009059077,,
"IND1","India","ABS_ASA_SAN","ABS, ASA, SAN","OTHER","Other",0.026037859,,
"IND1","India","TOTAL","Total","OTHER","Other",2.353677036,,
"IND1","India","OTHER","Other","PACKAGING","Packaging",0.083504515,,
"IND1","India","LDPE_LLDPE","LDPE, LLDPE","PACKAGING","Packaging",1.839058174,,
"IND1","India","HDPE","HDPE","PACKAGING","Packaging",1.686113832,,
"IND1","India","PP","PP","PACKAGING","Packaging",1.951409244,,
"IND1","India","PS","PS","PACKAGING","Packaging",0.298896723,,
"IND1","India","PVC","PVC","PACKAGING","Packaging",0.185289541,,
"IND1","India","PET","PET","PACKAGING","Packaging",1.294758217,,
"IND1","India","PUR","PUR","PACKAGING","Packaging",0.016911456,,
"IND1","India","BIOPLASTICS","Bioplastics","PACKAGING","Packaging",0.06435067,,
"IND1","India","TOTAL","Total","PACKAGING","Packaging",7.420292372,,
"IND1","India","OTHER","Other","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.184076068,,
"IND1","India","LDPE_LLDPE","LDPE, LLDPE","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.356089765,,
"IND1","India","HDPE","HDPE","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.256134812,,
"IND1","India","PP","PP","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.804664982,,
"IND1","India","PS","PS","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.230573538,,
"IND1","India","PVC","PVC","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.111648881,,
"IND1","India","PUR","PUR","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.098069078,,
"IND1","India","BIOPLASTICS","Bioplastics","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.007492788,,
"IND1","India","ABS_ASA_SAN","ABS, ASA, SAN","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.186086683,,
"IND1","India","TOTAL","Total","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",2.234836593,,
"IND1","India","OTHER","Other","BUILDING_AND_CONSTRUCTION","Building & construction",0.020296654,,
"IND1","India","LDPE_LLDPE","LDPE, LLDPE","BUILDING_AND_CONSTRUCTION","Building & construction",0.006755017,,
"IND1","India","HDPE","HDPE","BUILDING_AND_CONSTRUCTION","Building & construction",0.020330592,,
"IND1","India","PP","PP","BUILDING_AND_CONSTRUCTION","Building & construction",0.010992713,,
"IND1","India","PS","PS","BUILDING_AND_CONSTRUCTION","Building & construction",0.012421553,,
"IND1","India","PVC","PVC","BUILDING_AND_CONSTRUCTION","Building & construction",0.080303864,,
"IND1","India","PUR","PUR","BUILDING_AND_CONSTRUCTION","Building & construction",0.010887224,,
"IND1","India","BIOPLASTICS","Bioplastics","BUILDING_AND_CONSTRUCTION","Building & construction",0.000190235,,
"IND1","India","ABS_ASA_SAN","ABS, ASA, SAN","BUILDING_AND_CONSTRUCTION","Building & construction",0.000583948,,
"IND1","India","TOTAL","Total","BUILDING_AND_CONSTRUCTION","Building & construction",0.162761799,,
"IND1","India","OTHER","Other","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.180946005,,
"IND1","India","LDPE_LLDPE","LDPE, LLDPE","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.049945965,,
"IND1","India","HDPE","HDPE","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.015763445,,
"IND1","India","PP","PP","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.116757896,,
"IND1","India","PS","PS","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.053903658,,
"IND1","India","PVC","PVC","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.047290327,,
"IND1","India","PUR","PUR","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.028643002,,
"IND1","India","BIOPLASTICS","Bioplastics","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.001501542,,
"IND1","India","ABS_ASA_SAN","ABS, ASA, SAN","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.080198592,,
"IND1","India","TOTAL","Total","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.574950432,,
"IND1","India","OTHER","Other","TRANSPORTATION_-_OTHER","Transportation - other",0.703242015,,
"IND1","India","LDPE_LLDPE","LDPE, LLDPE","TRANSPORTATION_-_OTHER","Transportation - other",0.012755343,,
"IND1","India","HDPE","HDPE","TRANSPORTATION_-_OTHER","Transportation - other",0.057745224,,
"IND1","India","PP","PP","TRANSPORTATION_-_OTHER","Transportation - other",0.264551656,,
"IND1","India","PVC","PVC","TRANSPORTATION_-_OTHER","Transportation - other",0.036811739,,
"IND1","India","PUR","PUR","TRANSPORTATION_-_OTHER","Transportation - other",0.084699609,,
"IND1","India","FIBERS","Fibres","TRANSPORTATION_-_OTHER","Transportation - other",0.15056198,,
"IND1","India","BIOPLASTICS","Bioplastics","TRANSPORTATION_-_OTHER","Transportation - other",0.004089058,,
"IND1","India","ABS_ASA_SAN","ABS, ASA, SAN","TRANSPORTATION_-_OTHER","Transportation - other",0.036983008,,
"IND1","India","TOTAL","Total","TRANSPORTATION_-_OTHER","Transportation - other",1.351439631,,
"IND1","India","MARINE_COATINGS","Marine coatings","MARINE_COATINGS","Marine coatings",0.036657722,,
"IND1","India","TOTAL","Total","MARINE_COATINGS","Marine coatings",0.036657722,,
"IND1","India","LDPE_LLDPE","LDPE, LLDPE","INDUSTRIAL_MACHINERY","Industrial/machinery",0.000175243,,
"IND1","India","HDPE","HDPE","INDUSTRIAL_MACHINERY","Industrial/machinery",0.000164482,,
"IND1","India","PP","PP","INDUSTRIAL_MACHINERY","Industrial/machinery",0.000240447,,
"IND1","India","PUR","PUR","INDUSTRIAL_MACHINERY","Industrial/machinery",0.000086582,,
"IND1","India","TOTAL","Total","INDUSTRIAL_MACHINERY","Industrial/machinery",0.000666755,,
"IND1","India","HDPE","HDPE","PERSONAL_CARE_PRODUCTS","Personal care products",0.004807577,,
"IND1","India","PP","PP","PERSONAL_CARE_PRODUCTS","Personal care products",0.000124081,,
"IND1","India","TOTAL","Total","PERSONAL_CARE_PRODUCTS","Personal care products",0.004931658,,
"IND1","India","FIBERS","Fibres","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing",3.375998966,,
"IND1","India","BIOPLASTICS","Bioplastics","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing",0.030887659,,
"IND1","India","TOTAL","Total","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing",3.406886625,,
"IND1","India","FIBERS","Fibres","TEXTILE_SECTOR_-_OTHERS","Textile sector - others",0.73787773,,
"IND1","India","TOTAL","Total","TEXTILE_SECTOR_-_OTHERS","Textile sector - others",0.73787773,,
"IND1","India","ROAD_MARKING_COATINGS","Road marking coatings","ROAD_MARKING","Road marking",0.033475506,,
"IND1","India","TOTAL","Total","ROAD_MARKING","Road marking",0.033475506,,
"IND1","India","ELASTOMERS_TYRES","Elastomers (tyres)","TRANSPORTATION_-_TYRES","Transportation - tyres",0.199957619,,
"IND1","India","TOTAL","Total","TRANSPORTATION_-_TYRES","Transportation - tyres",0.199957619,,
"IND1","India","OTHER","Other","TOTAL","Total",2.297478789,,
"IND1","India","MARINE_COATINGS","Marine coatings","TOTAL","Total",0.036657722,,
"IND1","India","LDPE_LLDPE","LDPE, LLDPE","TOTAL","Total",2.449492081,,
"IND1","India","HDPE","HDPE","TOTAL","Total",2.178613114,,
"IND1","India","PP","PP","TOTAL","Total",3.148741019,,
"IND1","India","PS","PS","TOTAL","Total",0.663510009,,
"IND1","India","PVC","PVC","TOTAL","Total",0.693760224,,
"IND1","India","PET","PET","TOTAL","Total",1.294758217,,
"IND1","India","PUR","PUR","TOTAL","Total",0.428414686,,
"IND1","India","FIBERS","Fibres","TOTAL","Total",4.646091376,,
"IND1","India","ROAD_MARKING_COATINGS","Road marking coatings","TOTAL","Total",0.033475506,,
"IND1","India","ELASTOMERS_TYRES","Elastomers (tyres)","TOTAL","Total",0.199957619,,
"IND1","India","BIOPLASTICS","Bioplastics","TOTAL","Total",0.117571029,,
"IND1","India","ABS_ASA_SAN","ABS, ASA, SAN","TOTAL","Total",0.329890089,,
"IND1","India","TOTAL","Total","TOTAL","Total",18.518411478,,
