"LOCATION","Location","PLASTICS_POLYMER","Plastics polymer","PLASTICS_APPLICATIONS","Plastics applications","Value","Flag Codes","Flags"
"OAM","Other OECD America","OTHER","Other","OTHER","Other",1.024198885,,
"OAM","Other OECD America","LDPE_LLDPE","LDPE, LLDPE","OTHER","Other",0.16811306,,
"OAM","Other OECD America","HDPE","HDPE","OTHER","Other",0.132488033,,
"OAM","Other OECD America","PS","PS","OTHER","Other",0.061802197,,
"OAM","Other OECD America","PVC","PVC","OTHER","Other",0.209496912,,
"OAM","Other OECD America","PUR","PUR","OTHER","Other",0.171701682,,
"OAM","Other OECD America","FIBERS","Fibres","OTHER","Other",0.347093718,,
"OAM","Other OECD America","BIOPLASTICS","Bioplastics","OTHER","Other",0.008273956,,
"OAM","Other OECD America","ABS_ASA_SAN","ABS, ASA, SAN","OTHER","Other",0.023685863,,
"OAM","Other OECD America","OTHER","Other","PACKAGING","Packaging",0.057819438,,
"OAM","Other OECD America","LDPE_LLDPE","LDPE, LLDPE","PACKAGING","Packaging",1.254865428,,
"OAM","Other OECD America","HDPE","HDPE","PACKAGING","Packaging",1.15237103,,
"OAM","Other OECD America","PP","PP","PACKAGING","Packaging",1.337647376,,
"OAM","Other OECD America","PS","PS","PACKAGING","Packaging",0.22489444,,
"OAM","Other OECD America","PVC","PVC","PACKAGING","Packaging",0.137738258,,
"OAM","Other OECD America","PET","PET","PACKAGING","Packaging",0.878133404,,
"OAM","Other OECD America","PUR","PUR","PACKAGING","Packaging",0.012674437,,
"OAM","Other OECD America","BIOPLASTICS","Bioplastics","PACKAGING","Packaging",0.048484946,,
"OAM","Other OECD America","OTHER","Other","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.135805411,,
"OAM","Other OECD America","LDPE_LLDPE","LDPE, LLDPE","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.259041872,,
"OAM","Other OECD America","HDPE","HDPE","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.177988884,,
"OAM","Other OECD America","PP","PP","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.559353273,,
"OAM","Other OECD America","PS","PS","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.170846164,,
"OAM","Other OECD America","PVC","PVC","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.081774008,,
"OAM","Other OECD America","PUR","PUR","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.072344263,,
"OAM","Other OECD America","BIOPLASTICS","Bioplastics","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.005559512,,
"OAM","Other OECD America","ABS_ASA_SAN","ABS, ASA, SAN","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.137356527,,
"OAM","Other OECD America","OTHER","Other","BUILDING_AND_CONSTRUCTION","Building & construction",0.047299724,,
"OAM","Other OECD America","LDPE_LLDPE","LDPE, LLDPE","BUILDING_AND_CONSTRUCTION","Building & construction",0.014936553,,
"OAM","Other OECD America","HDPE","HDPE","BUILDING_AND_CONSTRUCTION","Building & construction",0.045359565,,
"OAM","Other OECD America","PP","PP","BUILDING_AND_CONSTRUCTION","Building & construction",0.024285272,,
"OAM","Other OECD America","PS","PS","BUILDING_AND_CONSTRUCTION","Building & construction",0.03000882,,
"OAM","Other OECD America","PVC","PVC","BUILDING_AND_CONSTRUCTION","Building & construction",0.167938817,,
"OAM","Other OECD America","PUR","PUR","BUILDING_AND_CONSTRUCTION","Building & construction",0.025351589,,
"OAM","Other OECD America","BIOPLASTICS","Bioplastics","BUILDING_AND_CONSTRUCTION","Building & construction",0.000459478,,
"OAM","Other OECD America","ABS_ASA_SAN","ABS, ASA, SAN","BUILDING_AND_CONSTRUCTION","Building & construction",0.001359548,,
"OAM","Other OECD America","OTHER","Other","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.159067033,,
"OAM","Other OECD America","LDPE_LLDPE","LDPE, LLDPE","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.043628099,,
"OAM","Other OECD America","HDPE","HDPE","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.013917503,,
"OAM","Other OECD America","PP","PP","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.102206365,,
"OAM","Other OECD America","PS","PS","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.047649921,,
"OAM","Other OECD America","PVC","PVC","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.041155582,,
"OAM","Other OECD America","PUR","PUR","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.025172331,,
"OAM","Other OECD America","BIOPLASTICS","Bioplastics","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.001327962,,
"OAM","Other OECD America","ABS_ASA_SAN","ABS, ASA, SAN","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.07048093,,
"OAM","Other OECD America","OTHER","Other","TRANSPORTATION_-_OTHER","Transportation - other",0.413709529,,
"OAM","Other OECD America","LDPE_LLDPE","LDPE, LLDPE","TRANSPORTATION_-_OTHER","Transportation - other",0.007447282,,
"OAM","Other OECD America","HDPE","HDPE","TRANSPORTATION_-_OTHER","Transportation - other",0.033887218,,
"OAM","Other OECD America","PP","PP","TRANSPORTATION_-_OTHER","Transportation - other",0.153940081,,
"OAM","Other OECD America","PVC","PVC","TRANSPORTATION_-_OTHER","Transportation - other",0.021472428,,
"OAM","Other OECD America","PUR","PUR","TRANSPORTATION_-_OTHER","Transportation - other",0.049815302,,
"OAM","Other OECD America","FIBERS","Fibres","TRANSPORTATION_-_OTHER","Transportation - other",0.088551653,,
"OAM","Other OECD America","BIOPLASTICS","Bioplastics","TRANSPORTATION_-_OTHER","Transportation - other",0.002417957,,
"OAM","Other OECD America","ABS_ASA_SAN","ABS, ASA, SAN","TRANSPORTATION_-_OTHER","Transportation - other",0.021751218,,
"OAM","Other OECD America","MARINE_COATINGS","Marine coatings","MARINE_COATINGS","Marine coatings",0.01329692,,
"OAM","Other OECD America","LDPE_LLDPE","LDPE, LLDPE","INDUSTRIAL_MACHINERY","Industrial/machinery",0.026457481,,
"OAM","Other OECD America","HDPE","HDPE","INDUSTRIAL_MACHINERY","Industrial/machinery",0.025063597,,
"OAM","Other OECD America","PP","PP","INDUSTRIAL_MACHINERY","Industrial/machinery",0.036788365,,
"OAM","Other OECD America","PUR","PUR","INDUSTRIAL_MACHINERY","Industrial/machinery",0.035122106,,
"OAM","Other OECD America","HDPE","HDPE","PERSONAL_CARE_PRODUCTS","Personal care products",0.000481114,,
"OAM","Other OECD America","PP","PP","PERSONAL_CARE_PRODUCTS","Personal care products",0.000012417,,
"OAM","Other OECD America","FIBERS","Fibres","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing",0.426387504,,
"OAM","Other OECD America","BIOPLASTICS","Bioplastics","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing",0.003767438,,
"OAM","Other OECD America","FIBERS","Fibres","TEXTILE_SECTOR_-_OTHERS","Textile sector - others",0.397807721,,
"OAM","Other OECD America","ROAD_MARKING_COATINGS","Road marking coatings","ROAD_MARKING","Road marking",0.024424897,,
"OAM","Other OECD America","ELASTOMERS_TYRES","Elastomers (tyres)","TRANSPORTATION_-_TYRES","Transportation - tyres",0.117622135,,
"O22","OECD EU ","OTHER","Other","OTHER","Other",4.008529045,,
"O22","OECD EU ","LDPE_LLDPE","LDPE, LLDPE","OTHER","Other",0.709530589,,
"O22","OECD EU ","HDPE","HDPE","OTHER","Other",0.536846308,,
"O22","OECD EU ","PS","PS","OTHER","Other",0.24219642,,
"O22","OECD EU ","PVC","PVC","OTHER","Other",0.853971299,,
"O22","OECD EU ","PUR","PUR","OTHER","Other",0.6672446,,
"O22","OECD EU ","FIBERS","Fibres","OTHER","Other",1.347070635,,
"O22","OECD EU ","BIOPLASTICS","Bioplastics","OTHER","Other",0.032410548,,
"O22","OECD EU ","ABS_ASA_SAN","ABS, ASA, SAN","OTHER","Other",0.091898592,,
"O22","OECD EU ","OTHER","Other","PACKAGING","Packaging",0.211359786,,
"O22","OECD EU ","LDPE_LLDPE","LDPE, LLDPE","PACKAGING","Packaging",4.682598766,,
"O22","OECD EU ","HDPE","HDPE","PACKAGING","Packaging",4.706807212,,
"O22","OECD EU ","PP","PP","PACKAGING","Packaging",4.56490752,,
"O22","OECD EU ","PS","PS","PACKAGING","Packaging",0.825104922,,
"O22","OECD EU ","PVC","PVC","PACKAGING","Packaging",0.50539349,,
"O22","OECD EU ","PET","PET","PACKAGING","Packaging",3.546020501,,
"O22","OECD EU ","PUR","PUR","PACKAGING","Packaging",0.04654148,,
"O22","OECD EU ","BIOPLASTICS","Bioplastics","PACKAGING","Packaging",0.179334455,,
"O22","OECD EU ","OTHER","Other","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.493904716,,
"O22","OECD EU ","LDPE_LLDPE","LDPE, LLDPE","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.961958612,,
"O22","OECD EU ","HDPE","HDPE","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.717941634,,
"O22","OECD EU ","PP","PP","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",1.914260628,,
"O22","OECD EU ","PS","PS","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.620157974,,
"O22","OECD EU ","PVC","PVC","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.296770481,,
"O22","OECD EU ","PUR","PUR","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.262845641,,
"O22","OECD EU ","BIOPLASTICS","Bioplastics","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.020337552,,
"O22","OECD EU ","ABS_ASA_SAN","ABS, ASA, SAN","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.498830412,,
"O22","OECD EU ","OTHER","Other","BUILDING_AND_CONSTRUCTION","Building & construction",0.763221722,,
"O22","OECD EU ","LDPE_LLDPE","LDPE, LLDPE","BUILDING_AND_CONSTRUCTION","Building & construction",0.244520914,,
"O22","OECD EU ","HDPE","HDPE","BUILDING_AND_CONSTRUCTION","Building & construction",0.742301602,,
"O22","OECD EU ","PP","PP","BUILDING_AND_CONSTRUCTION","Building & construction",0.396151153,,
"O22","OECD EU ","PS","PS","BUILDING_AND_CONSTRUCTION","Building & construction",0.482736774,,
"O22","OECD EU ","PVC","PVC","BUILDING_AND_CONSTRUCTION","Building & construction",2.678509485,,
"O22","OECD EU ","PUR","PUR","BUILDING_AND_CONSTRUCTION","Building & construction",0.408782269,,
"O22","OECD EU ","BIOPLASTICS","Bioplastics","BUILDING_AND_CONSTRUCTION","Building & construction",0.007505958,,
"O22","OECD EU ","ABS_ASA_SAN","ABS, ASA, SAN","BUILDING_AND_CONSTRUCTION","Building & construction",0.02192114,,
"O22","OECD EU ","OTHER","Other","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.63452086,,
"O22","OECD EU ","LDPE_LLDPE","LDPE, LLDPE","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.170599139,,
"O22","OECD EU ","HDPE","HDPE","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.052207325,,
"O22","OECD EU ","PP","PP","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.399523756,,
"O22","OECD EU ","PS","PS","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.189687625,,
"O22","OECD EU ","PVC","PVC","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.165331375,,
"O22","OECD EU ","PUR","PUR","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.100596089,,
"O22","OECD EU ","BIOPLASTICS","Bioplastics","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.005346091,,
"O22","OECD EU ","ABS_ASA_SAN","ABS, ASA, SAN","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.281662674,,
"O22","OECD EU ","OTHER","Other","TRANSPORTATION_-_OTHER","Transportation - other",2.360033387,,
"O22","OECD EU ","LDPE_LLDPE","LDPE, LLDPE","TRANSPORTATION_-_OTHER","Transportation - other",0.042533252,,
"O22","OECD EU ","HDPE","HDPE","TRANSPORTATION_-_OTHER","Transportation - other",0.192968913,,
"O22","OECD EU ","PP","PP","TRANSPORTATION_-_OTHER","Transportation - other",0.881958465,,
"O22","OECD EU ","PVC","PVC","TRANSPORTATION_-_OTHER","Transportation - other",0.121898108,,
"O22","OECD EU ","PUR","PUR","TRANSPORTATION_-_OTHER","Transportation - other",0.284239561,,
"O22","OECD EU ","FIBERS","Fibres","TRANSPORTATION_-_OTHER","Transportation - other",0.505264093,,
"O22","OECD EU ","BIOPLASTICS","Bioplastics","TRANSPORTATION_-_OTHER","Transportation - other",0.013905856,,
"O22","OECD EU ","ABS_ASA_SAN","ABS, ASA, SAN","TRANSPORTATION_-_OTHER","Transportation - other",0.124109592,,
"O22","OECD EU ","MARINE_COATINGS","Marine coatings","MARINE_COATINGS","Marine coatings",0.057445287,,
"O22","OECD EU ","LDPE_LLDPE","LDPE, LLDPE","INDUSTRIAL_MACHINERY","Industrial/machinery",0.078626571,,
"O22","OECD EU ","HDPE","HDPE","INDUSTRIAL_MACHINERY","Industrial/machinery",0.074320896,,
"O22","OECD EU ","PP","PP","INDUSTRIAL_MACHINERY","Industrial/machinery",0.107189908,,
"O22","OECD EU ","PUR","PUR","INDUSTRIAL_MACHINERY","Industrial/machinery",0.097749057,,
"O22","OECD EU ","HDPE","HDPE","PERSONAL_CARE_PRODUCTS","Personal care products",0.002668091,,
"O22","OECD EU ","PP","PP","PERSONAL_CARE_PRODUCTS","Personal care products",0.000068862,,
"O22","OECD EU ","FIBERS","Fibres","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing",1.969671751,,
"O22","OECD EU ","BIOPLASTICS","Bioplastics","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing",0.016355867,,
"O22","OECD EU ","FIBERS","Fibres","TEXTILE_SECTOR_-_OTHERS","Textile sector - others",1.783645377,,
"O22","OECD EU ","ROAD_MARKING_COATINGS","Road marking coatings","ROAD_MARKING","Road marking",0.079081437,,
"O22","OECD EU ","ELASTOMERS_TYRES","Elastomers (tyres)","TRANSPORTATION_-_TYRES","Transportation - tyres",0.587652087,,
"OE6","OECD Non-EU","OTHER","Other","OTHER","Other",1.337608482,,
"OE6","OECD Non-EU","LDPE_LLDPE","LDPE, LLDPE","OTHER","Other",0.214076478,,
"OE6","OECD Non-EU","HDPE","HDPE","OTHER","Other",0.156991162,,
"OE6","OECD Non-EU","PS","PS","OTHER","Other",0.080126604,,
"OE6","OECD Non-EU","PVC","PVC","OTHER","Other",0.265674072,,
"OE6","OECD Non-EU","PUR","PUR","OTHER","Other",0.22478728,,
"OE6","OECD Non-EU","FIBERS","Fibres","OTHER","Other",0.454532731,,
"OE6","OECD Non-EU","BIOPLASTICS","Bioplastics","OTHER","Other",0.010904277,,
"OE6","OECD Non-EU","ABS_ASA_SAN","ABS, ASA, SAN","OTHER","Other",0.031013424,,
"OE6","OECD Non-EU","OTHER","Other","PACKAGING","Packaging",0.07407616,,
"OE6","OECD Non-EU","LDPE_LLDPE","LDPE, LLDPE","PACKAGING","Packaging",1.631714931,,
"OE6","OECD Non-EU","HDPE","HDPE","PACKAGING","Packaging",1.513160772,,
"OE6","OECD Non-EU","PP","PP","PACKAGING","Packaging",1.61662463,,
"OE6","OECD Non-EU","PS","PS","PACKAGING","Packaging",0.288090405,,
"OE6","OECD Non-EU","PVC","PVC","PACKAGING","Packaging",0.175134277,,
"OE6","OECD Non-EU","PET","PET","PACKAGING","Packaging",1.161876608,,
"OE6","OECD Non-EU","PUR","PUR","PACKAGING","Packaging",0.016382597,,
"OE6","OECD Non-EU","BIOPLASTICS","Bioplastics","PACKAGING","Packaging",0.062969775,,
"OE6","OECD Non-EU","OTHER","Other","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.170428614,,
"OE6","OECD Non-EU","LDPE_LLDPE","LDPE, LLDPE","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.32953957,,
"OE6","OECD Non-EU","HDPE","HDPE","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.228865989,,
"OE6","OECD Non-EU","PP","PP","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.664395922,,
"OE6","OECD Non-EU","PS","PS","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.212438939,,
"OE6","OECD Non-EU","PVC","PVC","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.100921449,,
"OE6","OECD Non-EU","PUR","PUR","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.090740794,,
"OE6","OECD Non-EU","BIOPLASTICS","Bioplastics","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.007006851,,
"OE6","OECD Non-EU","ABS_ASA_SAN","ABS, ASA, SAN","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.172318352,,
"OE6","OECD Non-EU","OTHER","Other","BUILDING_AND_CONSTRUCTION","Building & construction",0.186152483,,
"OE6","OECD Non-EU","LDPE_LLDPE","LDPE, LLDPE","BUILDING_AND_CONSTRUCTION","Building & construction",0.059395224,,
"OE6","OECD Non-EU","HDPE","HDPE","BUILDING_AND_CONSTRUCTION","Building & construction",0.179622469,,
"OE6","OECD Non-EU","PP","PP","BUILDING_AND_CONSTRUCTION","Building & construction",0.096435142,,
"OE6","OECD Non-EU","PS","PS","BUILDING_AND_CONSTRUCTION","Building & construction",0.116840942,,
"OE6","OECD Non-EU","PVC","PVC","BUILDING_AND_CONSTRUCTION","Building & construction",0.640295221,,
"OE6","OECD Non-EU","PUR","PUR","BUILDING_AND_CONSTRUCTION","Building & construction",0.099778686,,
"OE6","OECD Non-EU","BIOPLASTICS","Bioplastics","BUILDING_AND_CONSTRUCTION","Building & construction",0.001823989,,
"OE6","OECD Non-EU","ABS_ASA_SAN","ABS, ASA, SAN","BUILDING_AND_CONSTRUCTION","Building & construction",0.005351243,,
"OE6","OECD Non-EU","OTHER","Other","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.2042696,,
"OE6","OECD Non-EU","LDPE_LLDPE","LDPE, LLDPE","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.055235288,,
"OE6","OECD Non-EU","HDPE","HDPE","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.016757818,,
"OE6","OECD Non-EU","PP","PP","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.128918258,,
"OE6","OECD Non-EU","PS","PS","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.060571577,,
"OE6","OECD Non-EU","PVC","PVC","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.052110583,,
"OE6","OECD Non-EU","PUR","PUR","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.032388411,,
"OE6","OECD Non-EU","BIOPLASTICS","Bioplastics","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.001714803,,
"OE6","OECD Non-EU","ABS_ASA_SAN","ABS, ASA, SAN","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.090685497,,
"OE6","OECD Non-EU","OTHER","Other","TRANSPORTATION_-_OTHER","Transportation - other",0.707727229,,
"OE6","OECD Non-EU","LDPE_LLDPE","LDPE, LLDPE","TRANSPORTATION_-_OTHER","Transportation - other",0.012810443,,
"OE6","OECD Non-EU","HDPE","HDPE","TRANSPORTATION_-_OTHER","Transportation - other",0.057940347,,
"OE6","OECD Non-EU","PP","PP","TRANSPORTATION_-_OTHER","Transportation - other",0.266803982,,
"OE6","OECD Non-EU","PVC","PVC","TRANSPORTATION_-_OTHER","Transportation - other",0.035882169,,
"OE6","OECD Non-EU","PUR","PUR","TRANSPORTATION_-_OTHER","Transportation - other",0.085265278,,
"OE6","OECD Non-EU","FIBERS","Fibres","TRANSPORTATION_-_OTHER","Transportation - other",0.151567513,,
"OE6","OECD Non-EU","BIOPLASTICS","Bioplastics","TRANSPORTATION_-_OTHER","Transportation - other",0.004148848,,
"OE6","OECD Non-EU","ABS_ASA_SAN","ABS, ASA, SAN","TRANSPORTATION_-_OTHER","Transportation - other",0.03723,,
"OE6","OECD Non-EU","MARINE_COATINGS","Marine coatings","MARINE_COATINGS","Marine coatings",0.019381544,,
"OE6","OECD Non-EU","LDPE_LLDPE","LDPE, LLDPE","INDUSTRIAL_MACHINERY","Industrial/machinery",0.020172638,,
"OE6","OECD Non-EU","HDPE","HDPE","INDUSTRIAL_MACHINERY","Industrial/machinery",0.018686131,,
"OE6","OECD Non-EU","PP","PP","INDUSTRIAL_MACHINERY","Industrial/machinery",0.027834209,,
"OE6","OECD Non-EU","PUR","PUR","INDUSTRIAL_MACHINERY","Industrial/machinery",0.026764289,,
"OE6","OECD Non-EU","HDPE","HDPE","PERSONAL_CARE_PRODUCTS","Personal care products",0.00093715,,
"OE6","OECD Non-EU","PP","PP","PERSONAL_CARE_PRODUCTS","Personal care products",0.000024187,,
"OE6","OECD Non-EU","FIBERS","Fibres","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing",0.643298515,,
"OE6","OECD Non-EU","BIOPLASTICS","Bioplastics","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing",0.005503961,,
"OE6","OECD Non-EU","FIBERS","Fibres","TEXTILE_SECTOR_-_OTHERS","Textile sector - others",0.58899225,,
"OE6","OECD Non-EU","ROAD_MARKING_COATINGS","Road marking coatings","ROAD_MARKING","Road marking",0.026696078,,
"OE6","OECD Non-EU","ELASTOMERS_TYRES","Elastomers (tyres)","TRANSPORTATION_-_TYRES","Transportation - tyres",0.17638335,,
"OPA","OECD Asia","OTHER","Other","OTHER","Other",0.932926265,,
"OPA","OECD Asia","LDPE_LLDPE","LDPE, LLDPE","OTHER","Other",0.154698383,,
"OPA","OECD Asia","HDPE","HDPE","OTHER","Other",0.118448861,,
"OPA","OECD Asia","PS","PS","OTHER","Other",0.056509459,,
"OPA","OECD Asia","PVC","PVC","OTHER","Other",0.19253736,,
"OPA","OECD Asia","PUR","PUR","OTHER","Other",0.156220526,,
"OPA","OECD Asia","FIBERS","Fibres","OTHER","Other",0.315490782,,
"OPA","OECD Asia","BIOPLASTICS","Bioplastics","OTHER","Other",0.007719826,,
"OPA","OECD Asia","ABS_ASA_SAN","ABS, ASA, SAN","OTHER","Other",0.021526788,,
"OPA","OECD Asia","OTHER","Other","PACKAGING","Packaging",0.054246353,,
"OPA","OECD Asia","LDPE_LLDPE","LDPE, LLDPE","PACKAGING","Packaging",1.187616748,,
"OPA","OECD Asia","HDPE","HDPE","PACKAGING","Packaging",1.124207199,,
"OPA","OECD Asia","PP","PP","PACKAGING","Packaging",1.147192901,,
"OPA","OECD Asia","PS","PS","PACKAGING","Packaging",0.210452033,,
"OPA","OECD Asia","PVC","PVC","PACKAGING","Packaging",0.127967145,,
"OPA","OECD Asia","PET","PET","PACKAGING","Packaging",0.875114169,,
"OPA","OECD Asia","PUR","PUR","PACKAGING","Packaging",0.011842731,,
"OPA","OECD Asia","BIOPLASTICS","Bioplastics","PACKAGING","Packaging",0.046430564,,
"OPA","OECD Asia","OTHER","Other","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.135033428,,
"OPA","OECD Asia","LDPE_LLDPE","LDPE, LLDPE","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.259981298,,
"OPA","OECD Asia","HDPE","HDPE","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.18645092,,
"OPA","OECD Asia","PP","PP","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.520622952,,
"OPA","OECD Asia","PS","PS","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.170033884,,
"OPA","OECD Asia","PVC","PVC","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.080790414,,
"OPA","OECD Asia","PUR","PUR","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.071880407,,
"OPA","OECD Asia","BIOPLASTICS","Bioplastics","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.005663014,,
"OPA","OECD Asia","ABS_ASA_SAN","ABS, ASA, SAN","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products",0.136465259,,
"OPA","OECD Asia","OTHER","Other","BUILDING_AND_CONSTRUCTION","Building & construction",0.197272989,,
"OPA","OECD Asia","LDPE_LLDPE","LDPE, LLDPE","BUILDING_AND_CONSTRUCTION","Building & construction",0.062195069,,
"OPA","OECD Asia","HDPE","HDPE","BUILDING_AND_CONSTRUCTION","Building & construction",0.187994966,,
"OPA","OECD Asia","PP","PP","BUILDING_AND_CONSTRUCTION","Building & construction",0.101018747,,
"OPA","OECD Asia","PS","PS","BUILDING_AND_CONSTRUCTION","Building & construction",0.125053018,,
"OPA","OECD Asia","PVC","PVC","BUILDING_AND_CONSTRUCTION","Building & construction",0.684885824,,
"OPA","OECD Asia","PUR","PUR","BUILDING_AND_CONSTRUCTION","Building & construction",0.105756521,,
"OPA","OECD Asia","BIOPLASTICS","Bioplastics","BUILDING_AND_CONSTRUCTION","Building & construction",0.00197519,,
"OPA","OECD Asia","ABS_ASA_SAN","ABS, ASA, SAN","BUILDING_AND_CONSTRUCTION","Building & construction",0.00567198,,
"OPA","OECD Asia","OTHER","Other","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.213323106,,
"OPA","OECD Asia","LDPE_LLDPE","LDPE, LLDPE","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.057374158,,
"OPA","OECD Asia","HDPE","HDPE","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.017664882,,
"OPA","OECD Asia","PP","PP","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.134290689,,
"OPA","OECD Asia","PS","PS","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.063951726,,
"OPA","OECD Asia","PVC","PVC","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.055175216,,
"OPA","OECD Asia","PUR","PUR","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.033809628,,
"OPA","OECD Asia","BIOPLASTICS","Bioplastics","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.001830596,,
"OPA","OECD Asia","ABS_ASA_SAN","ABS, ASA, SAN","ELECTRICAL_ELECTRONIC","Electrical/electronics",0.094664816,,
"OPA","OECD Asia","OTHER","Other","TRANSPORTATION_-_OTHER","Transportation - other",0.312342422,,
"OPA","OECD Asia","LDPE_LLDPE","LDPE, LLDPE","TRANSPORTATION_-_OTHER","Transportation - other",0.00559779,,
"OPA","OECD Asia","HDPE","HDPE","TRANSPORTATION_-_OTHER","Transportation - other",0.025408239,,
"OPA","OECD Asia","PP","PP","TRANSPORTATION_-_OTHER","Transportation - other",0.116036023,,
"OPA","OECD Asia","PVC","PVC","TRANSPORTATION_-_OTHER","Transportation - other",0.016051022,,
"OPA","OECD Asia","PUR","PUR","TRANSPORTATION_-_OTHER","Transportation - other",0.037617181,,
"OPA","OECD Asia","FIBERS","Fibres","TRANSPORTATION_-_OTHER","Transportation - other",0.066868281,,
"OPA","OECD Asia","BIOPLASTICS","Bioplastics","TRANSPORTATION_-_OTHER","Transportation - other",0.001862908,,
"OPA","OECD Asia","ABS_ASA_SAN","ABS, ASA, SAN","TRANSPORTATION_-_OTHER","Transportation - other",0.016425064,,
